nr,Name,Plate,Fibre Volume Fraction,Lab,Laminate ,Cut angle ,Manufacturer,Geometry,Material,taverage,wmax,wmin,waverage,area,Lnominal,Lmeasured,Lgauge,Radius (waist),TG and phase,Phase,start date,end date,Test type,R-value1,Fmax,Ferror,Fstatic,Ffatigue,"Fmax, 90",epsmax,epsstatic,epsfatigue,eps90,eps45,Nu,smax,"smax,static","smax, fatigue",shear strain,shear strength,shear modulus (near other moduli),Torquemax,Torquefatigue,Torquestatic,Ncycles,level,levelcalc,Nspectrum,failure mode,runout,R-value2,Fmax2,epsmax2,smax2,Ncycles2,ratedisplacement,f,f2,Eit,Eic,Eft,Efc,"Elur,front","Elur, back",eps_max_t,eps_max_c,Machine,control,grip,ABG,Temp.,Temp. control,Environment,Reference document,Remarks,Invalid ,Bending ,Buckling ,Overheating,Tab failure ,Delaminated ,Incomplete measurement data ,Strain from E ,LUR,TEC,data delivered under name,Repair characteristics,Strain measurement equipment (long),Strain measurement equipment (short),Grip pressure,time per test
3424,GEV206_R0300_0100,24,50.92,UP,UD2,0,LM,R0300,GE1,3.83,24.94,24.93,24.94,95.59,145,35.00,,,TG 1 phase I,I,04/08/2005,07/08/2005,NW,,31.91,,,31.91,,,,,,,,333.77,,333.77,,,,#WAARDE!,,,3173191,3,3,66.47375147,t,,,,,,,,370.06 kN/s,,38.60,,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R031,,,,,,,,,,,,,,,,120,#WAARDE!
3425,GEV206_R0300_0809,96,0.00,UP,UD2,0,LM,R0300,GE1,3.79,25.26,25.19,25.23,95.69,145,35.00,,,TG 1 phase I,I,24/06/2005,02/07/2005,W,,34.02,,,34.02,,,,,,,,355.52,,355.52,,,,#WAARDE!,,,11463957,3,3,86.38254409,t,,,,,,,,374.36 kN/s,,37.80,,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R031,,,,,,,,,,,,,,,,120,#WAARDE!
3426,GEV206_R0300_0099,24,50.92,UP,UD2,0,LM,R0300,GE1,3.83,24.92,24.91,24.91,95.33,145,35.00,,,TG 1 phase I,I,12/09/2005,19/09/2005,W,,36.15,,,36.15,,,,,,,,379.23,,379.23,,,,#WAARDE!,,,7980063,2,2,60.13090802,t,,,,,,,,344.80 kN/s,,38.14,,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R031,,,,,,,,,,,,,,,,120,#WAARDE!
3427,GEV206_R0300_0098,24,50.92,UP,UD2,0,LM,R0300,GE1,3.91,24.95,24.89,24.92,97.44,145,35.00,,,TG 1 phase I,I,06/09/2005,10/09/2005,W,,36.16,,,36.16,,,,,,,,371.15,,371.15,,,,#WAARDE!,,,4052691,2,2,30.53759847,t,,,,,,,,344.89 kN/s,,37.55,,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R031,,,,,,,,,,,,,,,,120,#WAARDE!
3428,GEV206_R0300_0097,24,50.92,UP,UD2,0,LM,R0300,GE1,3.83,24.94,24.80,24.86,95.21,145,35.00,,,TG 1 phase I,I,21/06/2005,29/06/2005,W,,36.08,,,36.08,,,,,,,,378.90,,378.90,,,,#WAARDE!,,,6188869,2,2,46.63400685,t,,,,,,,,344.06 kN/s,,37.46,,,,,,,,"250 kN MTS, UP",l,h,n,,fan,"d, RT",OB_TG2_R031,Interrupted once (3 days gap),,,,,,,,,,,,,,,120,#WAARDE!
3429,GEV207_S4000_0205,1015,#N/B,CRES,MD2,0,GAMESA,S4000,GE1,8.92,25.08,24.52,24.82,221.33,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,63.59,,63.59,,,1.31,1.31,,,,,287.30,287.30,,,,,11688.49,,,1,,,,,,,,,,,4,,,24.58,,,,,,0.0117,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=38.38%, Et is the average from 28.67GPa and 21.44GPa, strain at failure is average from 1.4114% and 1.2044%",,x,,,,,,,,,,"1:50, 2/3",,,140,0.25
3430,GEV207_S4000_0204,1015,#N/B,CRES,MD2,0,GAMESA,S4000,GE1,9.14,25.24,24.94,25.06,229.14,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,74.46,,74.46,,,1.74,1.74,,,,,324.94,324.94,,,,,13522.22,,,1,,,,,,,,,,,4,,,24.03,,,,,,0.0135,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=34.59%, Et is the average from 27.05GPa and 21.56GPa, strain at failure is average from 1.8979% and 1.5802%",,x,,,,,,,,,,"1:50, 2/3",,,140,0.25
3431,GEV207_S4000_0203,1015,#N/B,CRES,MD2,0,GAMESA,S4000,GE1,8.65,25.04,24.78,24.92,215.69,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,67.28,,67.28,,,1.46,1.46,,,,,311.94,311.94,,,,,12095.23,,,1,,,,,,,,,,,4,,,25.79,,,,,,0.0121,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=36.93%, Et is the average from 30.36GPa and 22.36GPa, strain at failure is average from 1.4677% and 1.4563%",,x,,,,,,,,,,"1:50, 2/3",,,140,0.25
3432,GEV207_S3400_0205,1004,#N/B,CRES,MD2,0,GAMESA,S3400,GE1,8.78,24.80,24.52,24.67,216.60,610,500.00,,,TG 4 phase I,I,03/11/2005,03/11/2005,STT,,57.92,,57.92,,,1.23,1.23,,,,,267.40,267.40,,,,,11254.17,,,1,,,,,,,,,,,4,,,23.76,,,,,,0.0113,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=1.229%, Et is the average from 22.86GPa and 24.74GPa, strain at failure is average from 1.2899% and 1.1649%",,x,,,,,,,,,,"1:75, 2/3",,,140,0.25
3433,GEV207_S4300_0204,1012,#N/B,CRES,MD2,0,GAMESA,S4300,GE1,8.80,25.12,25.03,25.08,220.75,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,70.80,,70.80,,,1.08,1.08,,,,,320.71,320.71,,,,,10365.55,,,1,,,,,,,,,,,4,,,30.94,,,,,,0.0104,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"Tab fialure (slipping)bending at 1500με=12.691%, Et is the average from 33.27GPa and 28.91GPa, strain at failure is average from 1.0318% and 1.1336%",,x,,,,,,,,,,"1:75, 1/3",,,140,0.25
3434,GEV207_S4300_0202,1012,#N/B,CRES,MD2,0,GAMESA,S4300,GE1,8.50,25.18,25.02,25.10,213.23,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,82.11,,82.11,,,1.26,1.26,,,,,385.07,385.07,,,,,12170.20,,,1,,,,,,,,,,,4,,,31.64,,,,,,0.0122,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=9.98%, Et is the average from 33.37GPa and 30.08GPa, strain at failure is average from 1.2308% and 1.2967%",,x,,,,,,,,,,"1:75, 1/3",,,140,0.25
3435,GEV207_S4100_0205,1010,#N/B,CRES,MD2,0,GAMESA,S4100,GE1,7.95,24.98,24.78,24.86,197.69,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,81.38,,81.38,,,1.28,1.28,,,,,411.68,411.68,,,,,12019.85,,,1,,,,,,,,,,,4,,,34.25,,,,,,0.0120,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=12.58%, Et is the average from 38.58GPa and 30.80GPa, strain at failure is average from 1.1602% and 1.4052%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3436,GEV207_S4100_0204,1010,#N/B,CRES,MD2,0,GAMESA,S4100,GE1,8.04,24.91,24.47,24.68,198.36,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,81.65,,81.65,,,1.35,1.35,,,,,411.62,411.62,,,,,12534.10,,,1,,,,,,,,,,,4,,,32.84,,,,,,0.0125,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=12.6%, Et is the average from 37.55GPa and 29.18GPa, strain at failure is average from 1.1968% and 1.4940%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3437,GEV207_S4100_0203,1010,#N/B,CRES,MD2,0,GAMESA,S4100,GE1,7.99,25.15,24.41,24.77,197.93,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,80.77,,80.77,,,1.33,1.33,,,,,408.05,408.05,,,,,12436.79,,,1,,,,,,,,,,,4,,,32.81,,,,,,0.0124,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=17.5%, Et is the average from 38.66GPa and 28.49GPa, strain at failure is average from 1.188% and 1.4806%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3438,GEV207_S4100_0202,1010,#N/B,CRES,MD2,0,GAMESA,S4100,GE1,8.03,25.04,24.68,24.87,199.82,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,79.19,,79.19,,,1.28,1.28,,,,,396.32,396.32,,,,,12014.79,,,1,,,,,,,,,,,4,,,32.99,,,,,,0.0120,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=15.9%, Et is the average from 37.86GPa and 29.22GPa, strain at failure is average from 1.1478% and 1.4074%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3439,GEV207_S4900_0205,1014,#N/B,CRES,MD2,0,GAMESA,S4900,GE1,8.33,25.33,25.27,25.31,210.75,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,72.96,,72.96,,,1.68,1.68,,,,,346.19,346.19,,,,,13556.94,,,1,,,,,,,,,,,4,,,25.54,,,,,,0.0136,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=32.6%, Et is the average from 29.26GPa and 22.60GPa, strain at failure is average from 1.6435% and 1.7178%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3440,GEV207_S4900_0204,1014,#N/B,CRES,MD2,0,GAMESA,S4900,GE1,8.68,24.96,24.92,24.94,216.49,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,75.66,,75.66,,,1.64,1.64,,,,,349.48,349.48,,,,,13956.87,,,1,,,,,,,,,,,4,,,25.04,,,,,,0.0140,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=25.9%, Et is the average from 27.30GPa and 23.08GPa, strain at failure is average from 1.6836% and 1.5987%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3441,GEV207_S4900_0203,1014,#N/B,CRES,MD2,0,GAMESA,S4900,GE1,8.31,25.13,24.90,25.02,207.85,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,75.85,,75.85,,,1.70,1.70,,,,,364.93,364.93,,,,,14095.56,,,1,,,,,,,,,,,4,,,25.89,,,,,,0.0141,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=30.1%, Et is the average from 28.96GPa and 23.36GPa, strain at failure is average from 1.7680% and 1.6331%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3442,GEV207_S4900_0202,1014,#N/B,CRES,MD2,0,GAMESA,S4900,GE1,8.03,25.40,24.85,25.12,201.68,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,76.57,,76.57,,,1.70,1.70,,,,,379.66,379.66,,,,,14219.48,,,1,,,,,,,,,,,4,,,26.70,,,,,,0.0142,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=28.42%, Et is the average from 29.76GPa and 24.17GPa, strain at failure is average from 1.7071% and 1.6857%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3443,GEV207_S4900_0201,1014,#N/B,CRES,MD2,0,GAMESA,S4900,GE1,7.96,25.07,25.22,25.16,200.24,610,500.00,,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,68.67,,68.67,,,1.51,1.51,,,,,342.94,342.94,,,,,13106.36,,,1,,,,,,,,,,,4,,,26.17,,,,,,0.0131,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=34%, Et is the average from 30.72GPa and 22.73GPa, strain at failure is average from 1.4510% and 1.5665%",,x,,,,,,,,,,"1:50, 1/3",,,140,0.25
3444,GEV207_S3100_0205,1001,#N/B,CRES,MD2,0,GAMESA,S3100,GE1,7.57,25.00,24.55,24.79,187.71,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,58.61,,58.61,,,1.13,1.13,,,,,312.22,312.22,,,,,10932.07,,,1,,,,,,,,,,,4,,,28.56,,,,,,0.0109,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=24.4%, Et is the average from 35.58GPa and 23.84GPa, strain at failure is average from 0.8985% and 1.3595%",,x,,,,,,,,,GAM08-05,"1:50, 1/3",,,140,0.25
3445,GEV207_S3100_0204,1001,#N/B,CRES,MD2,0,GAMESA,S3100,GE1,7.83,24.90,24.53,24.72,193.67,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,59.30,,59.30,,,1.02,1.02,,,,,306.19,306.19,,,,,11184.61,,,1,,,,,,,,,,,4,,,27.38,,,,,,0.0112,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=29.47%, Et is the average from 36.42GPa and 21.91GPa, both strain gages failure at 53KN - first crack",,x,,,,,,,,,GAM08-04,"1:50, 1/3",,,140,0.25
3446,GEV207_S3100_0203,1001,#N/B,CRES,MD2,0,GAMESA,S3100,GE1,7.84,24.82,24.72,24.76,194.12,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,66.07,,66.07,,,1.20,1.20,,,,,340.35,340.35,,,,,11745.93,,,1,,,,,,,,,,,4,,,28.98,,,,,,0.0117,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=24.89%, Et is the average from 36.92GPa and 23.83GPa, strain at failure is average from 0.9616% and 1.465%",,x,,,,,,,,,GAM08-03,"1:50, 1/3",,,140,0.25
3447,GEV207_S3100_0202,1001,#N/B,CRES,MD2,0,GAMESA,S3100,GE1,7.74,25.16,24.85,24.99,193.54,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,60.93,,60.93,,,1.18,1.18,,,,,314.84,314.84,,,,,10618.55,,,1,,,,,,,,,,,4,,,29.65,,,,,,0.0106,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=30.98%, Et is the average from 40.90GPa and 23.25GPa, strain at failure from one strain gage 1.1799%",,x,,,,,,,,,GAM08-02,"1:50, 1/3",,,140,0.25
3448,GEV207_S3100_0201,1001,#N/B,CRES,MD2,0,GAMESA,S3100,GE1,7.69,24.86,24.70,24.79,190.65,610,500.00,,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,57.36,,57.36,,,1.59,1.59,,,,,300.87,300.87,,,,,10816.83,,,1,,,,,,,,,,,4,,,27.82,,,,,,0.0108,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=33.77%, Et is the average from 40.016GPa and 21.31GPa, strain at failure from one strain gage 1.5892%",,x,,,,,,,,,GAM08-01,"1:50, 1/3",,,140,0.25
3449,GEV207_S4200_0205,1011,#N/B,CRES,MD2,0,GAMESA,S4200,GE1,8.28,25.11,24.87,24.98,206.87,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,81.25,,81.25,,,1.49,1.49,,,,,392.78,392.78,,,,,13810.90,,,1,,,,,,,,,,,4,,,28.44,,,,,,0.0138,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=6.8085%, Et is the average from 27.87GPa and 29.02GPa, strain at failure is average from 1.5309% and 1.4524%",,x,,,,,,,,,,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3450,GEV207_S4200_0204,1011,#N/B,CRES,MD2,0,GAMESA,S4200,GE1,8.22,25.26,24.76,25.05,205.89,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,89.16,,89.16,,,1.57,1.57,,,,,428.18,428.18,,,,,14554.01,,,1,,,,,,,,,,,4,,,29.42,,,,,,0.0146,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=4.4390%, Et is the average from 28.61GPa and 30.28GPa, strain at failure is average from 1.6086% and 1.5358%",,x,,,,,,,,,,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3451,GEV207_S4200_0203,1011,#N/B,CRES,MD2,0,GAMESA,S4200,GE1,8.21,24.73,24.63,24.66,202.46,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,85.49,,85.49,,,1.48,1.48,,,,,422.25,422.25,,,,,13889.90,,,1,,,,,,,,,,,4,,,30.40,,,,,,0.0139,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=5.5652%, Et is the average from 29.83GPa and 30.98GPa, strain at failure is average from 1.5035% and 1.4475%",,x,,,,,,,,,,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3452,GEV207_S4200_0202,1011,#N/B,CRES,MD2,0,GAMESA,S4200,GE1,8.68,25.13,24.88,24.96,216.62,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,87.22,,87.22,,,1.53,1.53,,,,,402.64,402.64,,,,,14103.12,,,1,,,,,,,,,,,4,,,28.55,,,,,,0.0141,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=3.1687%, Et is the average from 27.47GPa and 29.70GPa, strain at failure is average from 1.5997% and 1.4662%",,x,,,,,,,,,,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3453,GEV207_S4200_0201,1011,#N/B,CRES,MD2,0,GAMESA,S4200,GE1,8.20,25.16,24.92,25.03,205.35,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,88.95,,88.95,,,1.64,1.64,,,,,433.15,433.15,,,,,14854.22,,,1,,,,,,,,,,,4,,,29.16,,,,,,0.0149,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=6.1586%, Et is the average from 29.73GPa and 28.62GPa, strain at failure is average from 1.6442% and 1.6415%",,x,,,,,,,,,,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3454,GEV207_S3900_0205,1006,#N/B,CRES,MD2,0,GAMESA,S3900,GE1,9.43,24.99,24.37,24.69,232.76,610,,500.00,,TG 4 phase I,I,04/11/2005,04/11/2005,STT,,71.21,,71.21,,,1.19,1.19,,,,,305.94,305.94,,,,,11182.02,,,1,,,,,,,,,,,4,,,27.36,,,,,,0.0112,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=14.955%, Et is the average from 31.54GPa and 24.15GPa, strain at failure is average from 1.0272% and 1.3579%",,x,,,,,,,,,GAM04-05,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3455,GEV207_S3900_0204,1006,#N/B,CRES,MD2,0,GAMESA,S3900,GE1,9.35,24.81,24.74,24.77,231.62,610,,500.00,,TG 4 phase I,I,03/11/2005,03/11/2005,STT,,64.10,,64.10,,,1.11,1.11,,,,,276.75,276.75,,,,,10623.76,,,1,,,,,,,,,,,4,,,26.05,,,,,,0.0106,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=11.212%, Et is the average from 28.83GPa and 23.75GPa, strain at failure is average from 1.0187% and 1.2068%",,x,,,,,,,,,GAM04-04,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3456,GEV207_S3900_0203,1006,#N/B,CRES,MD2,0,GAMESA,S3900,GE1,9.29,24.84,24.62,24.69,229.43,610,,500.00,,TG 4 phase I,I,03/11/2005,03/11/2005,STT,,53.47,,53.47,,,0.94,0.94,,,,,233.05,233.05,,,,,8984.19,,,1,,,,,,,,,,,4,,,25.94,,,,,,0.0090,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=22.678%, Et is the average from 29.88GPa and 22.92GPa, strain at failure is average from 0.8304% and 1.0510%",,x,,,,,,,,,GAM04-03,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3457,GEV207_S3900_0202,1006,#N/B,CRES,MD2,0,GAMESA,S3900,GE1,9.07,25.33,25.28,25.31,229.51,610,,500.00,,TG 4 phase I,I,04/11/2005,04/11/2005,STT,,68.95,,68.95,,,1.22,1.22,,,,,300.43,300.43,,,,,11462.42,,,1,,,,,,,,,,,4,,,26.21,,,,,,0.0115,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=12.723%, Et is the average from 28.65GPa and 24.16GPa, strain at failure is average from 1.1365% and 1.2935%",,x,,,,,,,,,GAM04-02,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3458,GEV207_S3900_0201,1006,#N/B,CRES,MD2,0,GAMESA,S3900,GE1,8.91,25.79,25.56,25.64,228.42,610,,500.00,,TG 4 phase I,I,04/11/2005,04/11/2005,STT,,74.05,,74.05,,,1.28,1.28,,,,,324.19,324.19,,,,,12033.78,,,1,,,,,,,,,,,4,,,26.94,,,,,,0.0120,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=19.126%, Et is the average from 24.50GPa and 29.91GPa, strain at failure is average from 1.3786% and 1.1811%",,x,,,,,,,,,GAM04-01,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3459,GEV207_S4400_0205,1013,#N/B,CRES,MD2,0,GAMESA,S4400,GE1,8.42,24.95,24.58,24.72,208.03,610,,500.00,,TG 4 phase I,I,04/11/2005,04/11/2005,STT,,90.33,,90.33,,,1.46,1.46,,,,,434.24,434.24,,,,,13824.90,,,1,,,,,,,,,,,4,,,31.41,,,,,,0.0138,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=15.673%, Et is the average from 27.27GPa and 37.04GPa, strain at failure is average from 1.6123% and 1.3078%",,x,,,,,,,,,,"1:75, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3460,GEV207_S4400_0204,1013,#N/B,CRES,MD2,0,GAMESA,S4400,GE1,8.44,24.91,24.77,24.85,209.83,610,,500.00,,TG 4 phase I,I,04/11/2005,04/11/2005,STT,,95.81,,95.81,,,1.57,1.57,,,,,465.57,465.57,,,,,14874.44,,,1,,,,,,,,,,,4,,,31.30,,,,,,0.0149,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=12.068%, Et is the average from 27.65GPa and 36.05GPa, strain at failure is average from 1.7039% and 1.4271%",,x,,,,,,,,,,"1:75, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3461,GEV207_S4400_0203,1013,#N/B,CRES,MD2,0,GAMESA,S4400,GE1,8.52,25.11,24.95,25.03,213.24,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,83.44,,83.44,,,1.34,1.34,,,,,391.28,391.28,,,,,12520.96,,,1,,,,,,,,,,,4,,,31.25,,,,,,0.0125,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=4.2854%, Et is the average from 28.02GPa and 35.30GPa, strain at failure is average from 1.4815% and 1.2047%",,x,,,,,,,,,,"1:75, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3462,GEV207_S4400_0202,1013,#N/B,CRES,MD2,0,GAMESA,S4400,GE1,8.63,25.27,25.12,25.20,217.36,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,89.71,,89.71,,,1.44,1.44,,,,,412.72,412.72,,,,,13536.24,,,1,,,,,,,,,,,4,,,30.49,,,,,,0.0135,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=9.023%, Et is the average from 26.91GPa and 35.17GPa, strain at failure is average from 1.5805% and 1.3092%",,x,,,,,,,,,,"1:75, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3463,GEV207_S4400_0201,1013,#N/B,CRES,MD2,0,GAMESA,S4400,GE1,8.24,24.59,24.47,24.52,201.98,610,,500.00,,TG 4 phase I,I,01/11/2005,01/11/2005,STT,,88.67,,88.67,,,1.47,1.47,,,,,439.01,439.01,,,,,13723.29,,,1,,,,,,,,,,,4,,,31.99,,,,,,0.0137,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=7.9028%, Et is the average from 37.22GPa and 28.05GPa, strain at failure is average from 1.3440% and 1.5901%",,x,,,,,,,,,,"1:75, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3464,GEV207_S3200_0206,1002,#N/B,CRES,MD2,0,GAMESA,S3200,GE1,7.14,25.07,25.01,25.06,178.94,610,,500.00,,TG 4 phase I,I,08/11/2005,08/11/2005,STT,,47.36,,47.36,,,1.25,1.25,,,,,264.65,264.65,,,,,11684.33,,,1,,,,,,,,,,,4,,,22.65,,,,,,0.0117,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=5.3132%, Et is the average from 22.78GPa and 22.51GPa, strain at failure is average from 1.2251% and 1.2666%",,x,,,,,,,,,GAM05-06,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
3465,GEV207_S3200_0202,1002,#N/B,CRES,MD2,0,GAMESA,S3200,GE1,7.19,25.00,24.84,24.89,178.94,610,,500.00,,TG 4 phase I,I,07/11/2005,07/11/2005,STT,,53.24,,53.24,,,1.24,1.24,,,,,297.54,297.54,,,,,11613.58,,,1,,,,,,,,,,,4,,,25.62,,,,,,0.0116,#DELING.DOOR.0!,"250 kN MTS, CRES",d,h,n,,n,"d, RT",,"bending at 1500με=4.78%, Et is the average from 26.72GPa and 24.60GPa, strain at failure is average from 1.1742% and 1.3082%",,x,,,,,,,,,GAM05-02,"1:50, 2/3","Strain gauge:   HBM 6/350 LY41, Middle, Center, BTB","SG, M, C, BTB",140,0.25
